Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
61298ce3-d7fe-2e10-5d8b-6b850b3ccb6b,1984-03-02,,999-70-6803,S99981955,X75444665X,Mrs.,Kathern391,Willow678,Ruecker817,,Greenholt190,D,white,nonhispanic,F,Dedham  Massachusetts  US,1042 Johnson Glen,Worcester,Massachusetts,Worcester County,25027,01607,42.27957006504837,-71.83295413459369,244182.60,1526007.93,41464
09802887-af24-057d-d525-8e054ad55906,1969-10-14,,999-28-7707,S99932814,X47841516X,Mrs.,Kimiko714,Carylon722,Mayer370,,Zemlak964,D,white,nonhispanic,F,Longmeadow  Massachusetts  US,271 Dooley Common Suite 36,Norwell,Massachusetts,Plymouth County,,00000,42.14569022820165,-70.86425433775668,282885.85,355464.23,161092
84d61ea8-987d-df6d-38ea-eea378755883,2010-01-08,,999-77-8003,,,,Lois157,,Swift555,,,,white,nonhispanic,F,Boston  Massachusetts  US,886 McLaughlin Overpass,Millis-Clicquot,Massachusetts,Norfolk County,,00000,42.1553049139638,-71.32313007013404,54006.00,6358.05,183993
a4996a01-f167-d8cc-8a56-fa9e580b577e,1990-02-07,,999-99-5329,S99996484,X65016876X,Mrs.,Leena55,Elke785,Mante251,,Steuber698,M,white,nonhispanic,F,Falmouth  Massachusetts  US,979 Aufderhar Mews,Somerville,Massachusetts,Middlesex County,25017,02155,42.39773534059131,-71.06620186987345,151857.95,167765.37,39732
5d4744d8-2c89-03c3-f684-7f845c86b425,1975-04-16,,999-10-9648,S99958790,X12322961X,Mrs.,Audie868,Iraida50,Bahringer146,,Nikolaus26,M,white,nonhispanic,F,Yarmouth  Massachusetts  US,1073 Thiel Row Unit 49,Mansfield,Massachusetts,Bristol County,,00000,42.051904745825624,-71.23481656340826,259599.59,650963.72,134667
28f1a35f-2543-e71b-9305-9dcc2f12fb1e,1965-04-24,,999-56-3002,S99948385,X49797233X,Mrs.,Rachael540,Angelena945,Glover433,,Spencer878,M,black,nonhispanic,F,Springfield  Massachusetts  US,946 Stiedemann Rue Suite 89,Milford,Massachusetts,Worcester County,25027,01757,42.196511850348394,-71.56169225593497,298908.07,723455.91,28425
b67d0b26-735f-6ac7-4d95-8c1eb8889ffe,1997-06-25,,999-99-4194,S99926842,X4444590X,Mr.,Dee580,Damian46,Hoppe518,,,,white,nonhispanic,M,Lynn  Massachusetts  US,423 Rempel Meadow,Lawrence,Massachusetts,Essex County,25009,01840,42.661087558291314,-71.15671433312771,349437.54,289479.93,72444
3889a53d-2c6e-1b86-7456-4d222ef7a494,2022-03-12,,999-80-2381,,,,Ross213,Chet188,Littel644,,,,black,nonhispanic,M,Sandwich  Massachusetts  US,375 Kreiger Center Suite 76,Rockland,Massachusetts,Plymouth County,,00000,42.13881574649634,-70.92726106464384,7298.45,0.00,43922
95c54062-f25d-b2e9-e911-d3e8d9ee5016,1959-12-17,,999-23-9271,S99911151,X36597775X,Ms.,Stepanie29,Vella930,Corwin846,,,S,white,nonhispanic,F,Shrewsbury  Massachusetts  US,729 Wilkinson Union Unit 37,Shelburne,Massachusetts,Franklin County,,00000,42.619016737344495,-72.63506539696812,592842.39,127882.16,48585
b43ec30c-65a7-78b3-b0ff-fe4e78bca4c5,1974-09-08,,999-33-8399,S99918957,X16165701X,Mrs.,Leeanna836,Sena221,Emard19,,Boyle917,D,black,nonhispanic,F,Boston  Massachusetts  US,422 Farrell Manor Unit 18,Springfield,Massachusetts,Hampden County,25013,01105,42.169254730881065,-72.57019878212989,296522.66,604205.71,129355
cdb03244-3d9b-1b43-c281-e6c9fac24294,1950-05-22,,999-90-4117,S99950332,X6640114X,Ms.,Bennie663,Nana422,Runolfsdottir785,,,S,white,nonhispanic,F,Dennis  Massachusetts  US,963 Cassin Throughway Unit 75,Acton,Massachusetts,Middlesex County,,00000,42.45321276728506,-71.48176348017846,159007.11,701457.74,394819
302607a4-d4f7-1a2a-3ba8-68346c29ab63,2014-05-29,,999-62-4999,,,,Mauricio81,,Hettinger594,,,,white,nonhispanic,M,Southwick  Massachusetts  US,848 McGlynn Street,Brewster,Massachusetts,Barnstable County,25001,02631,41.76399347207951,-70.07732513523332,28821.32,13.99,167926
54a93033-d75f-e51e-9f36-02b714b76c4c,1956-12-18,,999-77-8609,S99953456,X50495636X,Ms.,Deborah357,,Shanahan202,,,S,white,hispanic,F,Montague  Massachusetts  US,507 Davis Station,Cambridge,Massachusetts,Middlesex County,25017,02139,42.41913823228989,-71.09951642142707,728810.54,343022.63,62596
312d8279-5673-096e-6d57-0628ad675256,2004-11-25,,999-37-7364,S99967222,X43919466X,Ms.,Rita460,Lucia634,Schamberger479,,,,white,nonhispanic,F,Waltham  Massachusetts  US,1053 Beier Boulevard,Cambridge,Massachusetts,Middlesex County,25017,02472,42.34723678124044,-71.12411426295145,17846.79,659005.15,39823
2e45e5c9-cc69-4c75-cee0-1230cedff262,1962-08-20,,999-65-3665,S99995910,X89381100X,Mrs.,Janis361,Judith460,Yost751,,Hilll811,M,white,nonhispanic,F,Wellesley  Massachusetts  US,716 Grady View,Taunton,Massachusetts,Bristol County,25005,02718,41.8544002665582,-71.08316020690485,147008.49,871397.53,32677
72d88c25-34e9-c6c9-2f46-7b4e64c085a6,1957-12-24,,999-39-8493,S99920391,X18396749X,Mr.,Erik495,,Ratke343,,,M,white,nonhispanic,M,Wilbraham  Massachusetts  US,563 Green Tunnel,Lynn,Massachusetts,Essex County,25009,01905,42.46627492949749,-70.93989388633473,164726.40,94211.67,73471
dc070c80-f0f1-3e2a-f96d-a066dbed4592,2007-02-28,,999-47-2355,S99973417,,Ms.,Dorothy355,Cecile401,Mohr916,,,,black,hispanic,F,Middleton  Massachusetts  US,1008 Ritchie Center,Reading,Massachusetts,Middlesex County,25017,01867,42.54899041234056,-71.11718838142151,38204.33,536.11,118289
b3203002-d28f-ab64-594f-c1ad4aac1a15,1971-12-09,,999-97-2864,S99951620,X71871001X,Mrs.,Nadene309,Cathrine584,Denesik803,,Stamm704,W,white,nonhispanic,F,Brockton  Massachusetts  US,891 Wilkinson Annex,Lowell,Massachusetts,Middlesex County,25017,01851,42.66707258679813,-71.30321210446614,15373.80,755492.84,1003
39ac8fa2-2e2c-cfa8-2e91-15f1bc10a553,2015-08-13,,999-22-3339,,,,Ariel183,Sherman440,Fay398,,,,white,nonhispanic,M,Wellfleet  Massachusetts  US,1052 Fadel Rest Unit 80,Everett,Massachusetts,Middlesex County,25017,02148,42.430324969590835,-71.02956662955202,9594.63,21422.02,81305
bdade2c3-3494-5dba-6364-bf19cd13e9f6,2024-10-31,,999-43-3923,,,,Stefani254,Wendolyn786,Kovacek682,,,,white,nonhispanic,F,Cohasset  Massachusetts  US,719 Ernser Lodge Suite 77,Swansea,Massachusetts,Bristol County,,00000,41.71822469910837,-71.18708677458956,100.00,1768.38,26339
851d7c83-05b5-299d-52ac-ceb986c4c6f7,2022-06-26,,999-37-5842,,,,Delora619,Annalee788,Schultz619,,,,white,nonhispanic,F,Brockton  Massachusetts  US,995 Hauck Alley,Reading,Massachusetts,Middlesex County,25017,01801,42.48127350090305,-71.17461887256225,7788.06,0.00,199720
dd501ee0-8d75-c3fe-5360-384ad0f16e89,2007-12-05,,999-42-3766,S99991583,,,Yajaira121,Kami26,Rippin620,,,,white,nonhispanic,F,Auburn  Massachusetts  US,142 O'Connell Frontage road,Woburn,Massachusetts,Middlesex County,25017,01801,42.519288605763755,-71.17302573040246,7903.20,86352.25,1405
d1cd7755-52e5-b648-473a-5f4f60243f1f,1970-06-24,2020-05-17,999-49-8610,S99912139,X58128959X,Mr.,Giuseppe872,,Hansen121,,,M,native,nonhispanic,M,Raynham  Massachusetts  US,626 Konopelski Lane Suite 11,Mattapoisett Center,Massachusetts,Plymouth County,,00000,41.68469829749441,-70.80877221584007,417433.64,86996.65,61453
7b3c16b2-819e-984b-3d31-49f5f1d8bf9c,2002-01-03,,999-26-8259,S99939677,X80504642X,Mr.,Mikel238,Perry780,Hammes673,,,,black,nonhispanic,M,Revere  Massachusetts  US,724 Greenholt Viaduct Apt 67,Fitchburg,Massachusetts,Worcester County,25027,01420,42.63001417860111,-71.8326914176693,131379.99,700766.59,35900
79ad02cb-f08e-26f4-d33e-3daf90317394,1966-09-24,1987-06-23,999-94-5815,S99992528,X11708081X,Ms.,Elza246,,Pollich983,,,,white,nonhispanic,F,Seekonk  Massachusetts  US,285 Brakus Gateway Apt 46,Boston,Massachusetts,Suffolk County,25025,02113,42.349353825048915,-71.1057101708346,55828.02,35461.38,850163
cb97d179-7e9a-3ce2-d69b-065d2a8f5e11,1981-10-07,,999-67-4271,S99977325,X102751X,Ms.,Hisako109,Jen355,Tillman293,,,S,white,nonhispanic,F,Walpole  Massachusetts  US,563 McGlynn Way,Spencer,Massachusetts,Worcester County,25027,01562,42.248930622595566,-72.02448228223588,198789.23,412428.17,75730
38097b88-f67d-9cc3-91f8-9254a276d983,1999-02-26,,999-48-6267,S99922714,X52023590X,Mr.,Loyd638,Carrol931,Cruickshank494,,,,white,nonhispanic,M,Smith Mills  Massachusetts  US,1027 Dare Alley Apt 63,North Adams,Massachusetts,Berkshire County,25003,01247,42.636971112104824,-73.14570519740728,8448.74,389410.36,8251
725580b3-ace6-1f09-56fc-3071ed108928,2024-04-13,,999-79-9535,,,,Jen355,,Glover433,,,,white,nonhispanic,F,Rockport  Massachusetts  US,1072 Wilkinson Crossing Unit 84,Groton,Massachusetts,Middlesex County,25017,01450,42.60275349532486,-71.60381682123312,4522.93,0.00,111598
ad1f7a44-36ec-c507-221f-e7666021107b,2014-04-17,,999-29-6417,,,,Earle679,Leland44,Thiel172,,,,white,nonhispanic,M,Greenfield  Massachusetts  US,595 Waelchi Row Suite 59,Auburn,Massachusetts,Worcester County,,00000,42.226878105433805,-71.8416956911614,11509.89,7425.47,47097
8ab316b9-3ec2-6f5f-0a4b-b45e2db92b2b,2023-07-23,,999-44-9235,,,,Rosemary734,Kimberely738,Hickle134,,,,white,nonhispanic,F,Hingham  Massachusetts  US,466 Anderson Fork,Malden,Massachusetts,Middlesex County,25017,02148,42.44695906708619,-71.08263445287506,400.00,5821.71,32824
09e31c1f-99fa-4952-d974-b69b7e66e354,1970-06-24,,999-10-4541,S99910889,X76209811X,Mr.,Simon598,Forest317,Sauer652,,,M,native,nonhispanic,M,Somerville  Massachusetts  US,592 Weimann Green,Mattapoisett Center,Massachusetts,Plymouth County,,00000,41.65729316542034,-70.8320132362244,169908.04,0.00,61453
16bfe4c5-9d57-2deb-566a-b30499d9fc61,2004-04-05,,999-91-6682,S99917053,X8261306X,Ms.,Laureen100,Reyna401,Goodwin327,,,,black,nonhispanic,F,Medway  Massachusetts  US,112 Mueller Manor Apt 76,Worcester,Massachusetts,Worcester County,25027,01604,42.30795680598388,-71.73135098221903,46672.38,116888.69,76039
2eea8382-3d44-395b-1816-a634fff24f30,1964-10-17,,999-96-8661,S99973539,X54420306X,Mr.,Lindsey52,Millard193,Weber641,,,M,black,hispanic,M,Marlborough  Massachusetts  US,700 Conroy Street,Boston,Massachusetts,Suffolk County,25025,02109,42.30983559694399,-71.0992284242471,385380.84,504456.96,85817
00687f99-035c-7a27-37f8-15e52d768326,1998-03-22,,999-81-5913,S99989971,X58275711X,Mr.,Louis204,Jimmy858,Spinka232,,,,white,nonhispanic,M,Boston  Massachusetts  US,100 Grady Corner Suite 48,Saugus,Massachusetts,Essex County,25009,01906,42.50819868113929,-70.99397808334284,28115.38,806261.17,150543
